symbol,subject,file,details,datetime
HINDALCO,General Updates,https://nsearchives.nseindia.com/corporate/HINDALCOIND_19062026113556_Intimation_General_Update_190626_signed.pdf,Hindalco Industries Limited has informed the Exchange about Commissioning of Aluminium Bicycle Components Manufacturing Facility,2026-06-19 11:36:02+05:30
TATAPOWER,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/VPTPCL_19062026114042_Final.pdf,Tata Power Company Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-19 11:41:52+05:30
TATAPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/VPTPCL_19062026123400_SE_Analyst_Call_Intimation.pdf,Tata Power Company Limited has informed the Exchange about Schedule of meet,2026-06-19 12:34:10+05:30
ASIANPAINT,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052026120349_42.pdf,"Nehal Abhay Vakil, Bhairavi Abhay Vakil, Vivek Abhay Vakil has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-19 12:42:04+05:30
RECLTD,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_bbodade_18062026170634_RECLTD.pdf,"  Power Finance Corporation Ltd.has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-19 12:46:33+05:30
IOC,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_sandeshc_18062026132810_IOC1.pdf,"Indian Oil Corporation Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-19 12:43:58+05:30
IOC,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_sandeshc_18062026132746_IOC.pdf,"Indian Oil Corporation Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-19 12:43:23+05:30
HINDALCO,General Updates,https://nsearchives.nseindia.com/corporate/HINDALCOIND_19062026125520_Novelis_8K_1906_signed.pdf,Hindalco Industries Limited has informed the Exchange about Novelis Inc. a wholly owned subsidiary announced entry into a Material Definitive Agreement.,2026-06-19 12:57:23+05:30
LTM,Press Release,https://nsearchives.nseindia.com/corporate/LTI_19062026134932_SEIntimations_Signed.pdf,"LTM Limited has informed the Exchange regarding a press release dated Jun 19, 2026, titled ""LTM Named a Leader in Avasant s Oracle Cloud ERP Services 2026 RadarView  "".",2026-06-19 13:50:29+05:30
EICHERMOT,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/EICHERMOT_19062026131354_EMLSPECIALWINDOW19062026Signed.pdf,Eicher Motors Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-19 13:14:10+05:30
VBL,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052026133915_SAST.pdf,"Varun Beverages Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-19 15:03:38+05:30
ONGC,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_bbodade_16062026163739_ONGC.pdf,"Sachin Kumar has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-19 15:24:01+05:30
CIPLA,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_bbodade_16062026180742_CIPLA.pdf," Dr. Y. K. Hamied has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) and 31 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-19 15:37:32+05:30
TRENT,Options to purchase securities,https://nsearchives.nseindia.com/corporate/TRENT_19062026153950_SE-Grant_of_Options.pdf,Trent Limited has informed the Exchange about Grant of stock options under 'Trent Limited - Employee Stock Option Plan 2026'.,2026-06-19 15:43:31+05:30
UNITDSPR,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/MCDOWELL_19062026154613_SEIntimationNWadvtSd.pdf,United Spirits Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-19 15:48:09+05:30
LTM,Credit Rating,https://nsearchives.nseindia.com/corporate/LTI_19062026155242_SEletter_Final_Sign.pdf,LTM Limited has informed the Exchange about Credit Rating,2026-06-19 15:53:42+05:30
BOSCHLTD,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_19062026160320_IEPFlettertostockexchange190626.pdf,Bosch Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-19 16:04:10+05:30
WIPRO,Acquisition,https://nsearchives.nseindia.com/corporate/Wipro_Secretarial_19062026160859_Reg30SEIntimation.pdf,"Wipro Limited has informed the Exchange to please refer to the letter dated June 18, 2026 informing that Wipro Limited would acquire an additional 20% stake in Aggne Global IT Services Private Limited and that the transaction was expected to be completed by June 30, 2026.In continuation to the aforesaid letter, it is hereby informed that the said transaction has been completed on June 18, 2026. The Company received intimation to this effect on June 19, 2026.",2026-06-19 16:09:27+05:30
BEL,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/BEL_19062026161417_Covering_letter_1906_signed.pdf,Bharat Electronics Limited has informed the Exchange about Schedule of meet,2026-06-19 16:14:30+05:30
VEDL,Shareholders meeting,https://nsearchives.nseindia.com/corporate/VEDL_19062026161846_SEIntimationAnnualReportFinalsigned.pdf,"Vedanta Limited has informed the Exchange regarding notice of the 61st Annual General Meeting ( AGM ), Integrated Annual Report and Annual Accounts and other Reporting Suite for the Financial Year 2025-26",2026-06-19 16:19:36+05:30
RELIANCE,Updates,https://nsearchives.nseindia.com/corporate/kavinavora_19062026170230_SE_Chairmans_Statement_signed.pdf,Chairman's Statement delivered at the Forty-ninth Annual General Meeting (Post-IPO) of the Company,2026-06-19 17:03:10+05:30
SHRIRAMFIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/Mathew_19062026170410_1_BSENSE_AnalystMeet_19thJune_IIFL.pdf,Shriram Finance Limited has informed the Exchange about Schedule of meet,2026-06-19 17:04:19+05:30
VEDL,General Updates,https://nsearchives.nseindia.com/corporate/VEDL_19062026170758_SEIntimationAnnualReportFinalsigned.pdf,"Vedanta Limited has informed the Exchange about notice of the 61st Annual General Meeting ( AGM ), Integrated Annual Report and Annual Accounts and other Reporting Suite for the Financial Year 2025-26",2026-06-19 17:08:08+05:30
TITAN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/TITAN_19062026170652_SEintimation_19_Jun_26.pdf,Titan Company Limited has informed the Exchange about Schedule of Analyst / Institutional Investor Meeting,2026-06-19 17:07:36+05:30
SHRIRAMFIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/Mathew_19062026171207_3_BSENSE_AnalystMeet_19thJune_IIFL.pdf,Shriram Finance Limited has informed the Exchange about Schedule of meet,2026-06-19 17:12:16+05:30
SHRIRAMFIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/Mathew_19062026170929_2_BSENSE_AnalystMeet19thJune_JM_Financial.pdf,Shriram Finance Limited has informed the Exchange about Schedule of meet,2026-06-19 17:09:49+05:30
RELIANCE,General Updates,https://nsearchives.nseindia.com/corporate/kavinavora_19062026171426_RIL_SE_19062026_JPL.pdf,Proposed Initial Public Offer of Jio Platforms Limited,2026-06-19 17:15:07+05:30
NESTLEIND,Record Date,https://nsearchives.nseindia.com/corporate/NESTLEIND1_19062026172630_TradingWindowClosureSEintimationsigned.pdf,"Nestle India Limited has informed the Exchange that Record Date for determining entitlement of the members to the final dividend for the financial year 2025-26 and special dividend 2026, if any, is 10-Jul-2026",2026-06-19 17:31:40+05:30
ASIANPAINT,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/ASIANPAINT_19062026173311_SEINTIMATIONANALYSTMEETJUNE2026Signed.pdf,"This is to inform you that the management representatives would be meeting the members of the Promoter(s) & Promoter(s) Group on Friday, 26th June 2026 at 4.00 pm (IST) onwards in Mumbai, to brief them on the financial performance of the Company for the financial year ended 31st March 2026.",2026-06-19 17:36:58+05:30
SOLARINDS,Issue of Securities,https://nsearchives.nseindia.com/corporate/SOLARINDS_19062026175603_Intimation_-_CP_-_Reg_30_sd.pdf,Solar Industries India Limited has informed the Exchange about issue of Securities.,2026-06-19 18:06:28+05:30
ETERNAL,Trading Window,https://nsearchives.nseindia.com/corporate/ZOMATO_19062026180227_InsiderTradingIntimationtostockexchange19062026signed.pdf,"ETERNAL LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-19 18:03:55+05:30
ZYDUSLIFE,Updates,https://nsearchives.nseindia.com/corporate/Cadilahc_19062026180655_ExtinguishmentCertificatetoSEs19062026.pdf,Zydus Lifesciences Limited has informed the Exchange regarding 'Extinguishment Certificate'.,2026-06-19 18:07:19+05:30
MOTHERSON,Credit Rating- Revision,https://nsearchives.nseindia.com/corporate/MOTHERSON_19062026180756_Disclosure__CRISIL.pdf,Samvardhana Motherson International Limited has informed the Exchange about update on Credit Rating.,2026-06-19 18:09:41+05:30
SBIN,Shareholders meeting,https://nsearchives.nseindia.com/corporate/SBIN_19062026180609_VR_SR_18062026.pdf,State Bank of India has submitted the Exchange a copy Scrutinizer's report and voting results of the AGM,2026-06-19 18:09:18+05:30
NESTLEIND,Trading Window,https://nsearchives.nseindia.com/corporate/NESTLEIND1_19062026181626_TradingWindowClosureSEintimationsigned.pdf,"Nestle India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-19 18:16:40+05:30
JINDALSTEL,Shareholders meeting,https://nsearchives.nseindia.com/corporate/JINDALSTEL_19062026185751_stx_190626_signed.pdf,"JINDAL STEEL LIMITED has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",2026-06-19 18:58:12+05:30
KOTAKBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/Kotakmahindrabank_19062026194207_SEIntimationAnalystInvestorMeetJune24.pdf,Kotak Mahindra Bank Limited has informed the Exchange about Schedule of meet,2026-06-19 19:42:47+05:30
RELIANCE,Shareholders meeting,https://nsearchives.nseindia.com/corporate/kavinavora_19062026195326_SE_Summaryof_proceedings_of_AGM_signed.pdf,"Gist of the proceedings of the Forty-ninth Annual General Meeting (Post-IPO) of the Company held today, i.e., Friday, June 19, 2026, is attached.",2026-06-19 19:54:42+05:30
MAXHEALTH,Record Date,https://nsearchives.nseindia.com/corporate/MAXHEALTH_19062026235206_SE_Intimation_AGM_Record_Date_TDS.pdf,Max Healthcare Institute Limited has informed the Exchange that Record date for the purpose of Dividend  is 03-Jul-2026.,2026-06-19 23:52:46+05:30
TMCV,Press Release,https://nsearchives.nseindia.com/corporate/TMLCOMMERCIAL_21062026141347_nsebseF.pdf,"Tata Motors Limited has informed the Exchange regarding a press release dated Jun 21, 2026, titled ""Tata Motors Limited (formerly TML Commercial Vehicles Limited) Strengthens eCV Leadership with over 3,400 Vehicle Orders Across Freight, Logistics and Passenger Mobility Segments"".",2026-06-21 14:14:19+05:30
DMART,Updates,https://nsearchives.nseindia.com/corporate/DMART_21062026143423_ASLInitmationStoreOpening21062026.pdf,Avenue Supermarts Limited has informed the Exchange regarding 'Store Opening Intimation'.,2026-06-21 14:34:34+05:30
AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/AXISBANK1_21062026182040_AdvanceInmationPresentation21062026Signed.pdf,Axis Bank Limited has informed the Exchange about Schedule of meet,2026-06-21 18:22:17+05:30
TITAN,Trading Window,https://nsearchives.nseindia.com/corporate/TITAN_22062026101735_SEintimation.pdf,"Titan Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-22 10:17:45+05:30
INFY,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/Infosys_22062026103142_ESOP_Allotment_Batch97.pdf,Infosys Limited has informed the Exchange regarding Allotment of 322925  Shares.,2026-06-22 10:33:09+05:30
ICICIBANK,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/ICICIBANK1_22062026134312_LETTERTOSTOCKEXCHNAGE1.pdf,ICICI Bank Limited has informed the Exchange regarding Allotment of 405660  Shares.,2026-06-22 13:45:09+05:30
HINDALCO,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/HINDALCOIND_22062026135510_Reg30_PreSendingNP_signed.pdf,Hindalco Industries Limited has informed the Exchange about Copy of Newspaper Publication regarding the 67th Annual General Meeting,2026-06-22 13:57:12+05:30
INDHOTEL,Trading Window,https://nsearchives.nseindia.com/corporate/bakhtawar_irani_tajhotels_com_22062026142051_closureoftradingwindow.pdf,"The Indian Hotels Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-22 14:21:08+05:30
BANKBARODA,General Updates,https://nsearchives.nseindia.com/corporate/BANKBARODA_22062026142301_SEINTERNATIONAL.pdf,Bank Of Baroda has informed the Exchange about Investor Engagement Meeting held on 22.06.2026,2026-06-22 14:23:07+05:30
TATACAP,Trading Window,https://nsearchives.nseindia.com/corporate/TATACAPITAL_22062026144634_ClosureofTradingWindowJune2026signed.pdf,"Tata Capital Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-22 14:46:51+05:30
BAJAJ-AUTO,Updates,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_22062026154339_BB_-_Disclosure_Resolution_with_Annexures_.pdf,Bajaj Auto Limited has informed the Exchange regarding ''Shareholder Resolution for Buyback of Equity Shares''.,2026-06-22 15:43:52+05:30
BAJAJ-AUTO,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_22062026154147_Publication_of_Public_Annoucement_BB_.pdf,Bajaj Auto Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-22 15:42:02+05:30
ASIANPAINT,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_sandeshc_13052026122253_28.pdf,"Nehal Abhay Vakil, Bhairavi Abhay Vakil, Vivek Abhay Vakil has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-22 15:57:52+05:30
TITAN,Updates,https://nsearchives.nseindia.com/corporate/TITAN_22062026155852_SECPRedemption22062026.pdf,Titan Company Limited has informed the Exchange regarding 'Redemption of Commercial Paper'.,2026-06-22 15:59:04+05:30
BEL,Press Release,https://nsearchives.nseindia.com/corporate/BEL_22062026160613_Lettersigned.pdf,"Bharat Electronics Limited has informed the Exchange regarding a press release dated Jun 22, 2026, titled ""BEL receives order worth Rs.1081 Crore."".",2026-06-22 16:08:22+05:30
GRASIM,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/GRASIM_22062026162111_SEIntimationNewspaperAdv.pdf,Newspaper Advertisement regarding Special Window - Re- Lodgement for Transfer and Dematerialisation of Physical Securities,2026-06-22 16:21:28+05:30
TATACONSUM,Trading Window,https://nsearchives.nseindia.com/corporate/Kajal_22062026161941_SEIntimation_TradingWindowClosure_220626.pdf,"TATA CONSUMER PRODUCTS LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-22 16:19:51+05:30
HINDZINC,Press Release,https://nsearchives.nseindia.com/corporate/HINDZINCNSE_22062026162559_SE_Intimation.pdf,"Hindustan Zinc Limited has informed the Exchange regarding a press release dated Jun 22, 2026, titled ""Hindustan Zinc Limited signs MoU with Advantek Associates LLP & Aero Eagle Automobiles Private Limited to explore Hydrogen Fuel solutions"".",2026-06-22 16:26:11+05:30
SHREECEM,Trading Window,https://nsearchives.nseindia.com/corporate/SHREECEM_22062026163823_NSE_BSE_Board_220626.pdf,"SHREE CEMENT LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-22 16:38:38+05:30
ONGC,Change in Director(s),https://nsearchives.nseindia.com/corporate/ONGC_22062026164601_additionalcharge22062026.pdf,Oil & Natural Gas Corporation Limited has informed the Exchange regarding Change in Director(s) of the company.,2026-06-22 16:46:16+05:30
DRREDDY,Trading Window,https://nsearchives.nseindia.com/corporate/DRREDDY_22062026165915_SE_intimation_Trading_window_closure_22062026_signed.pdf,"Dr. Reddy's Laboratories Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-22 16:59:24+05:30
M&M,Updates,https://nsearchives.nseindia.com/corporate/Vandana_22062026170920_Employeeslist22062026.pdf,Mahindra & Mahindra Limited has informed the Exchange regarding 'Transfer of Equity Shares by Mahindra & Mahindra Employees  Stock Option Trust to the Stock Option Grantees'.,2026-06-22 17:09:48+05:30
TCS,Record Date,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_22062026172933_Signed_Pre_Board_meeting_intimation_-_July_2026.pdf,Tata Consultancy Services Limited has informed the Exchange that Record date for the purpose of Dividend  is 15-Jul-2026.,2026-06-22 17:32:13+05:30
GAIL,Change in Director(s),https://nsearchives.nseindia.com/corporate/Himanshugail_22062026180747_SKSinha.pdf,GAIL (India) Limited has informed the Exchange regarding Change in Director(s) of the company.,2026-06-22 18:08:22+05:30
DMART,Updates,https://nsearchives.nseindia.com/corporate/DMART_22062026181942_SEIntimatioRecieptofRequestforReclassification22062026.pdf,"Avenue Supermarts Limited has informed the Exchange regarding 'Receipt of request for reclassification from  Promoter Group  to  Public  category under Regulation 31A of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 '.",2026-06-22 18:20:11+05:30
BANKBARODA,Credit Rating,https://nsearchives.nseindia.com/corporate/BANKBARODA_22062026181824_SERATING.pdf,Bank Of Baroda has informed the Exchange about Credit Rating,2026-06-22 18:18:52+05:30
BOSCHLTD,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_22062026182655_Lettertostockexchange220626.pdf,Bosch Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-22 18:27:52+05:30
KOTAKBANK,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/KOTAK_22062026184151_SEIntESOPAllotment22062026.pdf,Kotak Mahindra Bank Limited has informed the Exchange regarding Allotment of 200183  Shares.,2026-06-22 18:43:26+05:30
TATASTEEL,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_22062026185610_BSENSE.pdf,Tata Steel Limited has informed the Exchange about Schedule of meet,2026-06-22 19:00:20+05:30
PFC,General Updates,https://nsearchives.nseindia.com/corporate/PFC2023_22062026185335_IntimationDSCSigned.pdf,"Strike off and Dissolution of Bihar Infrapower Limited, a wholly owned subsidiary ofPower Finance Corporation Limited",2026-06-22 18:53:50+05:30
WIPRO,Shareholders meeting,https://nsearchives.nseindia.com/corporate/Wipro_Secretarial_22062026190920_SEIntimationAGMNotice.pdf,"Wipro Limited has informed the Exchange that the 80th AGM of the Company is scheduled to be held on Wednesday, July 15, 2026 at 9 AM IST through video conferencing.",2026-06-22 19:11:02+05:30
PFC,General Updates,https://nsearchives.nseindia.com/corporate/PFC2023_22062026195339_INTIMATION22062026SIGNED.pdf,Appointment of a part-time Non-Official Director on the Board of Power Finance Corporation Limited,2026-06-22 19:53:52+05:30
BAJAJ-AUTO,Updates,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_22062026214622_Shareholders_Resolution_with_Annexures.pdf,"Bajaj Auto Limited has informed the Exchange regarding ""Shareholder Resolution for Buyback of Equity Shares"" - Revised",2026-06-22 21:47:46+05:30
TITAN,Resignation,https://nsearchives.nseindia.com/corporate/TITAN_22062026215402_SEIntimationcoverletter_22June_2026-_Resignation.pdf,"Titan Company Limited has informed the Exchange regarding Resignation of Ms. Mariam Pallavi Baldev as Non- Executive, Non-Independent Director of the company w.e.f. Jun 22, 2026.",2026-06-22 21:54:25+05:30
TITAN,Resignation,https://nsearchives.nseindia.com/corporate/TITAN_22062026215339_SEIntimationcoverletter_22June_2026-_Resignation.pdf,"Titan Company Limited has informed the Exchange regarding Resignation of Mr. Arun Roy, IAS as Non- Executive, Non-Independent Director of the company w.e.f. Jun 22, 2026.",2026-06-22 21:54:25+05:30
TITAN,Resignation of Director/KMP/SMP,https://nsearchives.nseindia.com/corporate/TITAN_ROID_90271_KMP_Doc.zip,Titan Company Limited has informed the Exchange about Resignation of Director/KMP/SMP,2026-06-22 22:08:07+05:30
TITAN,Appointment,https://nsearchives.nseindia.com/corporate/TITAN_22062026220359_SE_Intimation-_Appt_of_Vijayakumar_final.pdf,"Titan Company Limited has informed the Exchange regarding Appointment of  Dr. S Vijayakumar, IAS as Chairman and Additional Director of the company w.e.f. June 29, 2026.",2026-06-22 22:04:13+05:30
TITAN,Resignation,https://nsearchives.nseindia.com/corporate/TITAN_22062026215305_SEIntimationcoverletter_22June_2026-_Resignation.pdf,"Titan Company Limited has informed the Exchange regarding Resignation of Ms. Sandhya Sharma, IAS as Chairperson of the company w.e.f. Jun 22, 2026.",2026-06-22 21:54:25+05:30
HINDALCO,General Updates,https://nsearchives.nseindia.com/corporate/HINDALCOIND_22062026222143_Strike_off_intimation_signed.pdf,Hindalco Industries Limited has informed the Exchange about Strike Off of Wholly Owned Subsidiary,2026-06-22 22:22:18+05:30
JINDALSTEL,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/JINDALSTEL_22062026225243_stx.pdf,JINDAL STEEL LIMITED has informed the Exchange about Schedule of meet,2026-06-22 22:52:53+05:30
AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/AXISBANK1_22062026225753_SEIntimationAnalystPresentation22062026Signed.pdf,Axis Bank Limited has informed the Exchange about Presentation,2026-06-22 22:58:10+05:30
AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/AXISBANK1_22062026225910_SEPostIntimation220622026Signed.pdf,Axis Bank Limited has informed the Exchange about Presentation,2026-06-22 22:59:18+05:30
TMCV,Investor Presentation,https://nsearchives.nseindia.com/corporate/TMLCOMMERCIAL_23062026093739_nsebseFINAL.pdf,Tata Motors Limited has informed the Exchange about Investor Presentation,2026-06-23 09:38:22+05:30
BHARTIARTL,General Updates,https://nsearchives.nseindia.com/corporate/BHARTIARTL_23062026092348_STXDislcosureAllotmenttoICIL.pdf,"Bharti Airtel Limited has informed the Exchange about update on composite transaction comprising issuance of 146,761,335 fully paid-up equity shares of the Company to Indian Continent Investment Limited ( ICIL ), on a preferential basis against swap of 16.3% shareholding (595,204,251 shares) held by ICIL, in Airtel Africa plc, a UK listed subsidiary",2026-06-23 09:24:09+05:30
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/CGPOWER_23062026113744_Intimation_for_29_06_2026.pdf,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,2026-06-23 11:41:08+05:30
GRASIM,Acquisition,https://nsearchives.nseindia.com/corporate/GRASIM_23062026121629_SEIntimation.pdf,Acquisition of additional stake through participation in Preferential Issue of equity shares of Aditya Birla Capital Limited,2026-06-23 12:16:54+05:30
GRASIM,Trading Window,https://nsearchives.nseindia.com/corporate/GRASIM_23062026131900_SEintimation.pdf,"Grasim Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-23 13:19:15+05:30
TMPV,Investor Presentation,https://nsearchives.nseindia.com/corporate/TATAMOTORSSJS_23062026135346_PresentationPV.pdf,Tata Motors Passenger Vehicles Limited has informed the Exchange about Investor Presentation,2026-06-23 13:55:04+05:30
M&M,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/Pooja_23062026135522_Newspaperpublication.pdf,"Intimation to Stock Exchanges regarding Newspaper Publication related to AGM, Record Date, Dividend and other related matters.",2026-06-23 13:55:38+05:30
EICHERMOT,Trading Window,https://nsearchives.nseindia.com/corporate/EICHERMOT_23062026144131_EML_Trading_Window_Closure_June_2026.pdf,"Eicher Motors Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-23 14:41:50+05:30
MUTHOOTFIN,Trading Window,https://nsearchives.nseindia.com/corporate/MUTHOOTFIN_23062026144347_Trading_window_closure_-_Q1_-June_2026_sd.pdf,"Muthoot Finance Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-23 14:44:06+05:30
ULTRACEMCO,Updates,https://nsearchives.nseindia.com/corporate/ULTRACEMCO_23062026145941_SEKYCintimation.pdf,UltraTech Cement Limited has informed the Exchange regarding 'Letter to shareholder   Intimation for furnishing of KYC details for physical security holders'.,2026-06-23 15:00:14+05:30
HINDZINC,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/HINDZINCNSE_23062026153922_SEIntimation230626.pdf,Hindustan Zinc Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-23 15:39:46+05:30
WIPRO,Press Release,https://nsearchives.nseindia.com/corporate/Cslogin_23062026153655_PressRelease23062026.pdf,"Wipro Limited has informed the Exchange regarding a press release dated Jun 23, 2026, titled ""Wipro Partners with Palo Alto Networks to Deliver AI-Powered Cyber Defense"".",2026-06-23 15:37:44+05:30
POWERGRID,Trading Window,https://nsearchives.nseindia.com/corporate/POWERGRID1_23062026154643_BSENSETWdt23062026Final_signed.pdf,"Power Grid Corporation of India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-23 15:46:58+05:30
NTPC,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/NTPC_23062026155121_20260623_NEWSPAPERPUBLICATION_IEPF.pdf,NTPC Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-23 15:51:43+05:30
WIPRO,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/Cslogin_23062026154748_Reg30NewspaperAdv.pdf,"Wipro Limited has informed the Exchange about Newspaper Advertisement - Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",2026-06-23 15:50:30+05:30
HCLTECH,Updates,https://nsearchives.nseindia.com/corporate/HCLTECH_23062026160913_ReleaseISGProvider.pdf,HCL Technologies Limited has informed the Exchange regarding 'Release    HCLTech recognized as a Leader in four ISG Provider Lens® SAP Ecosystem 2026 quadrants '.,2026-06-23 16:09:36+05:30
HCLTECH,Updates,https://nsearchives.nseindia.com/corporate/HCLTECH_23062026161111_ReleaseTMForum.pdf,"HCL Technologies Limited has informed the Exchange regarding 'Release    HCLTech, Circles and Greyskies collaborate in TM Forum Catalyst Program to accelerate AI-led autonomous network operations '.",2026-06-23 16:13:31+05:30
PFC,General Updates,https://nsearchives.nseindia.com/corporate/PFC2023_23062026162549_INTIMATION23062026SIGNEDGMTN.pdf,"Intimation pursuant to SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",2026-06-23 16:26:00+05:30
